author,journal,year,document_type,doi,url,pubmed_id,author_keywords,mesh_terms,keywords,publication_type,title,review_fulltext,abstract
Chandradevan R and Takeda H and Lim T and Patel N,IDCases,2020,NA,10.1016/j.idcr.2020.e00858,NA,32566481,NA,NA,Diagnostic delays and Iliopsoas abscess and Musculoskeletal tuberculosis,Case Reports,Mycobacterium tuberculosis concealed by enterococcal sacroiliitis.,0,"A 77-year-old African American female with rheumatoid arthritis presented with fever and unsteady gait. She was started on broad-spectrum antimicrobials due to CT evidence for sacroiliitis and psoas abscess and underwent partial excision of her sacroiliac bone and drainage of the abscess. One of four blood cultures grew Enterococcus faecalis and the patient was sent home with intravenous ampicillin for 6 weeks. Two days after antimicrobial completion, the patient presented with night sweats and weakness. Chest x-ray revealed new right upper lobe pulmonary infiltrates, and the AFB culture sent during her prior admission returned positive for TB. RIPE therapy with moxifloxacin was initiated. Although she responded well to treatment, she retained functional immobility. We report a case of musculoskeletal TB initially misdiagnosed as enterococcus sacroiliitis, resulting in a delayed initiation of anti-tuberculous therapy. A high index of suspicion and rapid detection with TB-PCR testing should be considered to avoid delayed diagnosis."
Marino A and Caltabiano E and Zagami A and Onorante A and Zappal C and Locatelli ME and Pampaloni A and Scuderi D and Bruno R and Cacopardo B,BMC infectious diseases,2018,NA,10.1186/s12879-018-3573-z,NA,30587143,NA,"AIDS-Related Opportunistic Infections/diagnosis/microbiology and Adult and Cryptococcosis/*complications/diagnosis/microbiology/virology and Cryptococcus neoformans/isolation & purification and Delayed Diagnosis and Fatal Outcome and Fungemia/complications/diagnosis/microbiology and Gastrointestinal Neoplasms/*complications/microbiology/virology and Gastrointestinal Stromal Tumors/*complications/microbiology/virology and HIV and HIV Infections/complications/*diagnosis/microbiology and Humans and Male and Mycobacterium Infections, Nontuberculous/complications/*diagnosis and Mycobacterium chelonae/isolation & purification and Osteomyelitis/*complications/diagnosis/microbiology/virology and Spinal Diseases/*complications/microbiology/virology",Cryptococcosis and GIST and HIV and Late presenters and Non-tuberculous mycobacteria and Opportunistic infections,Case Reports and Journal Article,"Rapid emergence of cryptococcal fungemia, Mycobacterium chelonae vertebral osteomyelitis and gastro intestinal stromal tumor in a young HIV late presenter: a case report.",0,"BACKGROUND: Highly active antiretroviral therapy has significantly changed the natural history of HIV infection, leading to a dramatic reduction of HIV-related morbidity and mortality. Late Presenters, Very Late Presenters and AIDS presenters still represent, also in Europe, including Italy, a huge challenge in terms of diagnostic and therapeutic management. CASE PRESENTATION: A 35-year-old male with a history of fever and back pain. HIV test resulted positive with a high HIV Viral Load and a very low T-CD4 number of cells (5 cells/mm(3)). Imaging investigations revealed multiple vertebral and pulmonary lesions together with abdominal and thoracic lymphadenopathy. Blood cultures were positive for Cryptococcus neoformans and for Staphylococcus haemolyticus. Lymphnode biopsy resulted positive in PCR for Non-Tuberculosis Mycobacteria (Mycobacterium chelonae). A gastric biopsy also revealed a GIST. The patient also had CMV DNA positive. Although we performed antiretroviral therapy and specific-therapies for each disease, he was transferred to intensive care unit where he died due to an Acute Respiratory Distress Syndrome. CONCLUSION: The reported case is unusual due to the relevant number of opportunistic diseases (both infectious and tumoral) emerging not long after the HIV infection had been diagnosed. Late presenters HIV patients and AIDS presenters still represent a challenge, which is often too complex for clinicians to deal with. In spite of proper management, the risk of suboptimal results cannot be excluded."
Chen J and Qi T and Liu L and Ling Y and Qian Z and Li T and Li F and Xu Q and Zhang Y and Xu S and Song Z and Zeng Y and Shen Y and Shi Y and Zhu T and Lu H,The Journal of infection,2020,NA,10.1016/j.jinf.2020.03.004,NA,32171869,NA,"Adult and Betacoronavirus and China and Coronavirus Infections/blood/complications/diagnostic imaging/*pathology and *Disease Progression and Female and Fever/etiology and Hospitalization/statistics & numerical data and Humans and Male and Middle Aged and Pandemics and Pneumonia, Viral/blood/complications/diagnostic imaging/*pathology and Prognosis and Retrospective Studies and Time Factors and Tomography, X-Ray Computed",*COVID-19 and *Clinical characteristics and *Clinical progression and *SARS-CoV-2 and *Viral clearance,"Journal Article and Research Support, Non-U.S. Gov't","Clinical progression of patients with COVID-19 in Shanghai, China.",0,"BACKGROUND: Studies on the 2019 novel coronavirus disease (COVID-19) have generally been limited to the description of the epidemiology and initial clinical characteristics. We investigated the temporal progression in patients with COVID-19. METHODS: In this retrospective, single-center study, we included confirmed cases of COVID-19 from Jan 20 to Feb 6, 2020 in Shanghai. Final date of follow-up was February 25, 2020. RESULTS: Of the 249 patients enrolled, the median age was 51 years old, and 126 (50.6%) were male. The duration from onset of symptoms to hospitalization was 4(2-7) days in symptomatic patients. Fever was occurred in 235(94.3%) patients. A total of 215 (86.3%) patients had been discharged after 16(12-20) days hospitalization. The estimated median duration of fever in all the patients with fever was 10 days (95 confidential intervals [CIs]: 8-11 days) after onset of symptoms. Patients who were transferred to intensive care units (ICU) had significantly longer duration of fever as compared to those not in ICU (31 days v.s. 9 days after onset of symptoms, respectively, P<0.0001). Radiological aggravation of initial image was observed in 163 (65.7%) patients on day 7 after onset of symptoms. 154(94.5%) of these patients showed radiological improvement on day 14. The median duration to negative reverse-transcriptase PCR tests of upper respiratory tract samples was 11 days (95 CIs: 10-12 days). Viral clearance was more likely to be delayed in patients in ICU than those not in ICU (P<0.0001). In multivariate logistical analysis, age (Odds ratio [OR]=1.06) and CD4 T cell count (OR=0.55 per 100 cells/ul increase) were independently associated with ICU admission. CONCLUSIONS: The majority of COVID-19 cases are mild. The clinical progression pattern suggests that early control of viral replication and application of host-directed therapy in later stage is essential to improve the prognosis of CVOID-19."
Chesdachai S and Zughaier SM and Hao L and Kempker RR and Blumberg HM and Ziegler TR and Tangpricha V,Journal of clinical & translational endocrinology,2016,NA,10.1016/j.jcte.2016.08.005,NA,28111615,NA,NA,antibiotics and cathelicidin and tuberculosis and vitamin D,Journal Article,The Effects of First-Line Anti-Tuberculosis Drugs on the Actions of Vitamin D in Human Macrophages.,0,"Tuberculosis (TB) is a major global health problem. Patients with TB have a high rate of vitamin D deficiency, both at diagnosis and during the course of treatment with anti-tuberculosis drugs. Although data on the efficacy of vitamin D supplementation on Mycobacterium tuberculosis (Mtb) clearance is uncertain from randomized controlled trials (RCTs), vitamin D enhances the expression of the anti-microbial peptide human cathelicidin (hCAP18) in cultured macrophages in vitro. One possible explanation for the mixed (primarily negative) results of RCTs examining vitamin D treatment in TB infection is that anti-TB drugs given to enrolled subjects may impact actions of vitamin D to enhance cathelicidin in macrophages. To address this hypothesis, human macrophage-like monocytic (THP-1) cells were treated with varying doses of first-line anti-tuberculosis drugs in the presence of the active form of vitamin D, 1N1,25-dihydroxyvitamin D(3) (1,25(OH)(2)D(3)). The expression of hCAP18 was determined by quantitative reverse transcriptase polymerase chain reaction (qRT-PCR). 1,25(OH)(2)D(3) strongly induced expression of hCAP18 mRNA in THP-1 cells (fold-change from control). The combination of the standard 4-drug TB therapy (isoniazid, rifampicin, pyrazinamide and ethambutol) in the cultured THP-1 cells demonstrated a significant decrease of hCAP18 mRNA at the dosage of 10 ug/mL. In 31 subjects with newly diagnosed drug-sensitive TB randomized to either high-dose vitamin D(3) (1.2 million IU over 8 weeks, n=13) versus placebo (n=18), there was no change from baseline to week 8 in hCAP18 mRNA levels in peripheral blood mononuclear cells or in plasma concentrations of LL-37, the protein product of hCAP18.These data suggest that first-line anti-TB drugs may alter the vitamin D-dependent increase in hCAP18 and LL-37 human macrophages."
Kelley HV and Waibel SM and Sidiki S and Tomatis-Souverbielle C and Scordo JM and Hunt WG and Barr N and Smith R and Silwani SN and Averill JJ and Baer S and Hengesbach J and Yildiz VO and Pan X and Gebreyes WA and Balada-Llasat JM and Wang SH and Torrelles JB,Scientific reports,2020,NA,10.1038/s41598-020-62314-2,NA,32214170,NA,NA,NA,"Journal Article and Research Support, N.I.H., Extramural and Research Support, Non-U.S. Gov't",Accuracy of Two Point-of-Care Tests for Rapid Diagnosis of Bovine Tuberculosis at Animal Level using Non-Invasive Specimens.,0,"Bovine tuberculosis (BTB) testing in cattle requires a significant investment of time, equipment, and labor. Novel, rapid, cheaper and accurate methods are needed. The Alere Determine TB lipoarabinomannan antigen (LAM-test) is a World Health Organization-endorsed point-of-care urine test designed to detect active TB disease in humans. The Lionex Animal TB Rapid Test (Lionex-test) is a novel animal specific TB diagnostic blood test. An animal level analysis was performed using urine (n=141) and milk (n=63) samples from depopulated BTB-suspected cattle to test the accuracy of the LAM-test when compared to results of positive TB detection by any routine BTB tests (BOVIGAM, necropsy, histology, culture, PCR) that are regularly performed by the United States Department of Agriculture (USDA). The agreement between the urine LAM-test and USDA standard tests were poor at varying testing time points. The same milk samples did not elicit statistically significant agreement with the Lionex-test, although positive trends were present. Hence, we cannot recommend the LAM-test as a valid BTB diagnostic test in cattle using either urine or milk. The Lionex-test's production of positive trends using milk samples suggests larger sample sizes may validate the Lionex-test in accurately diagnosing BTB in cattle using milk samples, potentially providing a quick and reliable field test for BTB."
Mily A and Sarker P and Taznin I and Hossain D and Haq MA and Kamal SMM and Agerberth B and Brighenti S and Raqib R,BMC infectious diseases,2020,NA,10.1186/s12879-020-05473-x,NA,33287713,NA,NA,Anti-inflammatory cytokine and Diabetes mellitus and IL-10 and Pulmonary pathology and Sputum culture and TB score,Journal Article,Slow radiological improvement and persistent low-grade inflammation after chemotherapy in tuberculosis patients with type 2 diabetes.,0,"BACKGROUND: Diabetes mellitus type 2 (DM) may impede immune responses in tuberculosis (TB) and thus contribute to enhanced disease severity. In this study, we aimed to evaluate DM-mediated alterations in clinical, radiological and immunological outcomes in TB disease. METHODS: Newly diagnosed pulmonary TB patients with or without DM (TB n=40; TB-DM n=40) were recruited in Dhaka, Bangladesh. Clinical symptoms, sputum smear and culture conversion as well as chest radiography were assessed. Peripheral blood and sputum samples were collected at the time of diagnosis (baseline) and after 1, 2 and 6months of standard anti-TB treatment. Blood samples were also obtained from healthy controls (n=20). mRNA expression of inflammatory markers in blood and sputum samples were quantified using real-time PCR. RESULTS: The majority of TB-DM patients had poor glycemic control (HbA1c>8%) and displayed elevated pulmonary pathology (P=0.039) particularly in the middle (P<0.004) and lower lung zones (P<0.02) throughout the treatment period. However, reduction of clinical symptoms and time to sputum smear and culture conversion did not differ between the groups. Transcripts levels of the pro-inflammatory cytokines IL-1 (P=0.003 at month-1 and P=0.045 at month-2) and TNF- (P=0.005 at month-1) and the anti-inflammatory cytokine IL-10 (P=0.005 at month-2) were higher in peripheral blood after anti-TB treatment in TB-DM compared to TB patients. Conversely in sputum, TB-DM patients had reduced CD4 (P<0.009 at month-1) and IL-10 (P=0.005 at month-1 and P=0.006 at month-2) transcripts, whereas CD8 was elevated (P=0.016 at month-2). At 1- and 2-month post-treatment, sputum IL-10 transcripts were inversely correlated with fasting blood glucose and HbA1c levels in all patients. CONCLUSION: Insufficient up-regulation of IL-10 in the lung may fuel persistent local inflammation thereby promoting lung pathology in TB-DM patients with poorly controlled DM."
Shah SR and Tullu MS and Kamat JR,Archives of medical research,2005,NA,10.1016/j.arcmed.2004.09.002,NA,15777991,NA,"Child and Child, Preschool and Female and HIV Infections/complications/diagnosis/epidemiology/*physiopathology and Humans and India/epidemiology and Infant and Infectious Disease Transmission, Vertical and Male and Pregnancy and Prospective Studies",NA,Journal Article,Clinical profile of pediatric HIV infection from India.,0,"BACKGROUND: Our aim was to study the clinical profile of pediatric patients admitted with HIV infection. METHODS: The prospective study was conducted from January 2000 to October 2001 at a tertiary care referral teaching hospital in Mumbai, India. Admitted in-patients (aged 1 month to 12 years) detected to be HIV-positive (on triple ELISA test) were enrolled in the study. HIV status of patients < 18 months of age was confirmed by DNA-PCR testing. Demographic data, clinical features, investigations and outcome were recorded in a pre-designed proforma. RESULTS: Fifty HIV-positive children (31 males and 19 females; M:F = 1.6:1) were enrolled. Thirty cases were completely immunized, 9 were partially immunized while 11 were not immunized. Forty-two were perinatally infected, while eight cases were infected via blood transfusion (patients with thalassemia major on chronic transfusion therapy). Clinical features at presentation in 42 symptomatic cases included protein-energy malnutrition (90%), fever > 1 month (50%), weight loss > 1 month (50%), persistent generalized lymphadenopathy (24%) and skin manifestations (79%). The gastrointestinal (62%) and respiratory (52%) were the most commonly involved organ systems. Opportunistic infections noted included tuberculosis (19 cases), candidiasis (6 cases), Pneumocystis carinii pneumonia (4 cases), herpes zoster (3 cases) and giardiasis (1 case). Six patients died (mortality, 14%). CONCLUSIONS: Perinatal transmission is the most common mode of acquiring HIV in the pediatric age group. Most patients have protein-energy malnutrition. Tuberculosis is common in HIV-infected Indian children. Patients with HIV-encephalopathy have a poor outcome."
Eini P and Shirvani M and Hajilooi M and Esna-Ashari F,Journal of clinical laboratory analysis,2018,NA,10.1002/jcla.22409,NA,29430726,NA,NA,L-selectin and gene polymorphism and tuberculosis,Journal Article,Comparison of L-selectin blood level and gene polymorphism in tuberculosis patients with healthy individuals.,0,"BACKGROUND: The inflammatory response to Mycobacterium tuberculosis bacilli influences tuberculosis (TB) progression. In this study, we aimed to identify the Phe206Leu polymorphism and serum L-selectin level in TB patients, compared to healthy individuals. METHODS: Ninety patients with a diagnosis of TB and 90 healthy controls were selected in this study. The serum L-selectin level was determined, using ELISA. L-selectin polymorphism was also evaluated using PCR. For data analysis, SPSS was used at a significance level of 0.05. RESULTS: According to the findings, the meanSD age of the participants was 57.518.4 and 56.517.5years in the TB and healthy groups, respectively. The TB group showed a significantly higher serum L-selectin level (1721.1330.9) versus the healthy controls (1624279). The L-selectin Phe allele frequencies were higher than the Leu allele frequencies in the main population, whereas the patients and controls were not significantly different. Eight (0.04%) subjects had Leu/Leu genotypes, 84 (46.6%) carried Phe/Leu genotypes, and 88 (48.8%) had Phe/Phe genotypes. Our results showed that the groups were not significantly different regarding L-selectin genotypes. CONCLUSION: TB patients had a significantly higher serum L-selectin level, compared to the controls. Based on the findings, the incidence of TB and L-selectin polymorphism in the Phe206Leu gene had no significant association."
Mai BHA and Drancourt M and Aboudharam G,Molecular genetics & genomic medicine,2020,NA,10.1002/mgg3.1202,NA,32233019,NA,NA,*ancient dental pulp and *infectious diseases and *nucleic acids and *paleomicrobiology and *proteins,Journal Article and Review,Ancient dental pulp: Masterpiece tissue for paleomicrobiology.,0,"INTRODUCTION: Dental pulp with special structure has become a good reference sample in paleomicrobiology-related blood-borne diseases, many pathogens were detected by different methods based on the diagnosis of nucleic acids and proteins. OBJECTIVES: This review aims to propose the preparation process from ancient teeth collection to organic molecule extraction of dental pulp and summary, analyze the methods that have been applied to detect septicemic pathogens through ancient dental pulps during the past 20years following the first detection of an ancient microbe. METHODS: The papers used in this review with two main objectives were obtained from PubMed and Google scholar with combining keywords: ""ancient,"" ""dental pulp,"" ""teeth,"" ""anatomy,"" ""structure,"" ""collection,"" ""preservation,"" ""selection,"" ""photography,"" ""radiography,"" ""contamination,"" ""decontamination,"" ""DNA,"" ""protein,"" ""extraction,"" ""bone,"" ""paleomicrobiology,"" ""bacteria,"" ""virus,"" ""pathogen,"" ""molecular biology,"" ""proteomics,"" ""PCR,"" ""MALDI-TOF,"" ""LC/MS,"" ""ELISA,"" ""immunology,"" ""immunochromatography,"" ""genome,"" ""microbiome,"" ""metagenomics."" RESULTS: The analysis of ancient dental pulp should have a careful preparation process with many different steps to give highly accurate results, each step complies with the rules in archaeology and paleomicrobiology. After the collection of organic molecules from dental pulp, they were investigated for pathogen identification based on the analysis of DNA and protein. Actually, DNA approach takes a principal role in diagnosis while the protein approach is more and more used. A total of seven techniques was used and ten bacteria (Yersinia pestis, Bartonella quintana, Salmonella enterica serovar Typhi, Salmonella enterica serovar Paratyphi C, Mycobacterium leprae, Mycobacterium tuberculosis, Rickettsia prowazeki, Staphylococcus aureus, Borrelia recurrentis, Bartonella henselae) and one virus (Anelloviridae) were identified. Y. pestis had the most published in quantity and all methods were investigated for this pathogen, S. aureus and B. recurrentis were identified by three different methods and others only by one. The combining methods interestingly increase the positive rate with ELISA, PCR and iPCR in Yersinia pestis diagnosis. Twenty-seven ancient genomes of Y. pestis and one ancient genome of B. recurrentis were reconstructed. Comparing to the ancient bone, ancient teeth showed more advantage in septicemic diagnosis. Beside pathogen identification, ancient pulp help to distinguish species. CONCLUSIONS: Dental pulp with specific tissue is a suitable sample for detection of the blood infection in the past through DNA and protein identification with the correct preparation process, furthermore, it helps to more understand the pathogens of historic diseases and epidemics."
Zheng X and O'Connell CM and Zhong W and Poston TB and Wiesenfeld HC and Hillier SL and Trent M and Gaydos C and Tseng G and Taylor BD and Darville T,Frontiers in cellular and infection microbiology,2018,NA,10.3389/fcimb.2018.00307,NA,30294592,NA,"Asymptomatic Diseases and Chlamydia Infections/*diagnosis/*pathology and Endometritis/*diagnosis/*pathology and Female and Gene Expression Profiling and Humans and Microarray Analysis and RNA, Messenger/blood and Sensitivity and Specificity and Sexually Transmitted Diseases/*diagnosis/*pathology and *Transcriptome",*Chlamydia and *biomarker and *gonorrhea and *mRNA and *pelvic inflammatory disease,"Evaluation Study and Journal Article and Research Support, N.I.H., Extramural",Gene Expression Signatures Can Aid Diagnosis of Sexually Transmitted Infection-Induced Endometritis in Women.,0,"Sexually transmitted infection (STI) of the upper reproductive tract can result in inflammation and infertility. A biomarker of STI-induced upper tract inflammation would be significant as many women are asymptomatic and delayed treatment increases risk of sequelae. Blood mRNA from 111 women from three cohorts was profiled using microarray. Unsupervised analysis revealed a transcriptional profile that distinguished 9 cases of STI-induced endometritis from 18 with cervical STI or uninfected controls. Using a hybrid feature selection algorithm we identified 21 genes that yielded maximal classification accuracy within our training dataset. Predictive accuracy was evaluated using an independent testing dataset of 5 cases and 10 controls. Sensitivity was evaluated in a separate test set of 12 women with asymptomatic STI-induced endometritis in whom cervical burden was determined by PCR; and specificity in an additional test set of 15 uninfected women with pelvic pain due to unknown cause. Disease module preservation was assessed in 42 women with a clinical diagnosis of pelvic inflammatory disease (PID). We also tested the ability of the biomarker to discriminate STI-induced endometritis from other diseases. The biomarker was 86.7% (13/15) accurate in correctly distinguishing cases from controls in the testing dataset. Sensitivity was 83.3% (5/6) in women with high cervical Chlamydia trachomatis burden and asymptomatic endometritis, but 0% (0/6) in women with low burden. Specificity in patients with non-STI-induced pelvic pain was 86.7% (13/15). Disease modules were preserved in all 8 biomarker predicted cases. The 21-gene biomarker was highly discriminatory for systemic infections, lupus, and appendicitis, but wrongly predicted tuberculosis as STI-induced endometritis in 52.4%. A 21-gene biomarker can identify asymptomatic women with STI-induced endometritis that places them at risk for chronic disease development and discriminate STI-induced endometritis from non-STI pelvic pain and other diseases."
Orlov M and Smeaton LM and Kumwenda J and Hosseinipour MC and Campbell TB and Schooley RT,PloS one,2015,NA,10.1371/journal.pone.0129519,NA,26053030,NA,"Adolescent and Adult and Aged and DNA, Protozoan/*blood and Female and HIV Infections/*blood/*complications/parasitology/virology and HIV-1/*physiology and Humans and Malaria/*blood/*complications/parasitology/virology and Male and Middle Aged and Parasitemia/blood/epidemiology/parasitology and Plasmodium falciparum/*metabolism and Prevalence and Young Adult",NA,"Journal Article and Research Support, N.I.H., Extramural and Research Support, Non-U.S. Gov't",Presence of Plasmodium falciparum DNA in Plasma Does Not Predict Clinical Malaria in an HIV-1 Infected Population.,0,"BACKGROUND: HIV-1 and Plasmodium falciparum malaria cause substantial morbidity in Sub-Saharan Africa, especially as co-infecting pathogens. We examined the relationship between presence of P. falciparum DNA in plasma samples and clinical malaria as well as the impact of atazanavir, an HIV-1 protease inhibitor (PI), on P. falciparum PCR positivity. METHODS: ACTG study A5175 compared two NNRTI-based regimens and one PI-based anti-retroviral (ARV) regimen in antiretroviral therapy nave participants. We performed nested PCR on plasma samples for the P. falciparum 18s rRNA gene to detect the presence of malaria DNA in 215 of the 221 participants enrolled in Blantyre and Lilongwe, Malawi. We also studied the closest sample preceding the first malaria diagnosis from 102 persons with clinical malaria and randomly selected follow up samples from 88 persons without clinical malaria. RESULTS: PCR positivity was observed in 18 (8%) baseline samples and was not significantly associated with age, sex, screening CD4+ T-cell count, baseline HIV-1 RNA level or co-trimoxazole use within the first 8 weeks. Neither baseline PCR positivity (p = 0.45) nor PCR positivity after initiation of antiretroviral therapy (p = 1.0) were significantly associated with subsequent clinical malaria. Randomization to the PI versus NNRTI ARV regimens was not significantly associated with either PCR positivity (p = 0.5) or clinical malaria (p = 0.609). Clinical malaria was associated with a history of tuberculosis (p = 0.006) and a lower BMI (p = 0.004). CONCLUSION: P. falciparum DNA was detected in 8% of participants at baseline, but was not significantly associated with subsequent development of clinical malaria. HIV PI therapy did not decrease the prevalence of PCR positivity or incidence of clinical disease."
Pobeha P and Ukropec J and Skyba P and Ukropcova B and Joppa P and Kurdiova T and Javorsky M and Klimes I and Tkac I and Gasperikova D and Tkacova R,Bone,2011,NA,10.1016/j.bone.2011.02.017,NA,21376149,NA,"Adipose Tissue/metabolism and Biomarkers/blood and Bone Density and Bone Remodeling and Female and Humans and Inflammation/blood/complications and Leptin/blood/genetics/*metabolism and Male and Middle Aged and Osteoporosis/blood/*complications/*metabolism/physiopathology and Osteoprotegerin/genetics/*metabolism and Pulmonary Disease, Chronic and Obstructive/blood/*complications/*metabolism/physiopathology and Respiratory Function Tests",NA,"Journal Article and Research Support, Non-U.S. Gov't",Relationship between osteoporosis and adipose tissue leptin and osteoprotegerin in patients with chronic obstructive pulmonary disease.,0,"INTRODUCTION: The role of fat-bone interactions in the pathogenesis of osteoporosis in chronic obstructive pulmonary disease (COPD) is poorly understood. Our aim was to investigate expressions of leptin and osteoprotegerin (OPG) in the adipose tissue, and their relationships to osteoporosis in patients with COPD. METHODS: In 39 patients with stable COPD, bone mineral density (BMD) and body composition was assessed by Dual Energy X-Ray Absorptiometry. Serum leptin was determined by the enzyme-linked immunosorbent assay, and bone turnover markers osteocalcin and -crosslaps by the electrochemiluminiscence immunoassays. Subcutaneous adipose tissue samples were analyzed using real-time PCR. RESULTS: Twenty-one patients without, and 18 with osteoporosis were enrolled (35 men; age 62.2  7.3years). Compared to patients without osteoporosis, those with the disease had significantly lower serum levels and adipose tissue expressions of leptin, in association with increased serum -crosslaps (p=0.028, p=0.034, p=0.022, respectively). Log adipose tissue leptin was inversely related to serum -crosslaps (p=0.015), and directly to serum leptin (p<0.001) and to the total, femoral, and lumbar BMD and T-score (p<0.02 for all relationships). Adipose tissue OPG expression was related to all variables of bone density except for lumbar BMD and T-score (p<0.05 for all relationships). Log adipose tissue leptin and OPG expressions predicted femoral T-score independently of age, gender and pulmonary function (p<0.001, adjusted R(2)=0.383; p=0.008, adjusted R(2)=0.301, respectively). Introducing body mass (or fat mass) index into these models eliminated independent predictive value of leptin and OPG expressions. CONCLUSION: Our results suggest that adipose tissue leptin and OPG expressions are related to osteoporosis in patients with COPD, and appear to act as mediators between fat mass and BMD."
Xavier AS and Kumar SV and Sundaram R and Francis J and Shewade DG,Fundamental & clinical pharmacology,2016,NA,10.1111/fcp.12218,NA,27393733,NA,"Adult and Antitubercular Agents/*therapeutic use and Asian Continental Ancestry Group/*genetics and Cytochrome P-450 CYP2C19/*genetics and Female and Genotype and Humans and Hydroxylation/genetics and Male and Polymorphism, Genetic/*genetics",*CYP2C19 and *drug interaction and *enzyme induction and *omeprazole and *tuberculosis,Journal Article,Effect of antituberculosis treatment on CYP2C19 enzyme activity in genetically polymorphic South Indian Tamilian population.,0,"Patients on antituberculosis therapy (ATT) are more prone to drug interactions in the presence of coexisting illnesses which require drug therapy. Rifampicin is a pleiotropic inducer of CYP enzymes, and isoniazid is an enzyme inhibitor. Genetic variations are common in the gene coding for CYP2C19 enzyme. These variations would be important in predicting the individual variations in CYP2C19 activity. The objectives of the study were to find the net effect of 1-month ATT on CYP2C19 enzyme activity and its association with CYP2C19 genetic polymorphisms. Newly diagnosed tuberculosis patients (n = 125) were included in the study. Before commencing ATT, they were given a single dose of omeprazole 20 mg as a probe drug for CYP2C19. Blood sample was collected after 3 h to carry out phenotyping for CYP2C19 enzyme by measuring omeprazole hydroxylation index (OHI) using LC-MS/MS. The phenotyping procedure was repeated after 1 month of ATT. CYP2C19 genotyping was carried out by PCR-RFLP method. Significant reduction in OHI was observed after 1 month of ATT in all the metabolizer groups. The percentage reduction in OHI was maximum with poor metabolizers, 84.1 (IQR - 74.6, 86.6), and minimum with ultra-rapid metabolizers, 39.6 (IQR - 12.7, 54.7). CYP2C19 enzyme induction is predominant in patients after 1 month of antituberculosis treatment (ATT). Genetic variations in the enzyme could not clearly explain the interindividual differences in induction. There is a potential risk of drug failure/adverse effect in poor metabolizers regardless of their genotype after ATT."
Duk K and Zdral A and Szumna B and Roy A and Chorostowska-Wynimko J,Advances in experimental medicine and biology,2016,NA,10.1007/5584_2016_213,NA,26987331,NA,"Adult and Aged and European Continental Ancestry Group/genetics and Female and Genetic Variation and Granulomatosis with Polyangiitis/*genetics and Humans and Lung Diseases, Interstitial/*genetics and Male and Middle Aged and Poland and Pulmonary Disease, Chronic Obstructive/genetics and Pulmonary Emphysema/*genetics and alpha 1-Antitrypsin/*genetics and alpha 1-Antitrypsin Deficiency/*genetics",*Alpha-1 antitrypsin and *Antitrypsin variants and *Diagnosis of deficiency and *Hereditary disorders and *SERPINA1,"Journal Article and Research Support, Non-U.S. Gov't",Frequency of Rare Alpha-1 Antitrypsin Variants in Polish Patients with Chronic Respiratory Disorders.,0,"The SERPINA1 gene encoding the alpha-1 antitrypsin (A1AT) protein is highly polymorphic. It is known that, apart from the most prevalent PI*S and PI*Z A1AT deficiency variants, other so-called rare variants also predispose individuals to severe chronic respiratory disorders such as emphysema and chronic obstructive pulmonary disease. Our aim was to assess the frequencies of common and rare SERPINA1 mutations in a group of 1033 Polish patients referred for A1AT deficiency diagnostics due to chronic respiratory disorders in the period of January 2014-September 2015. All blood samples were analyzed according to the routine diagnostic protocol, including A1AT serum concentration assessment by nephelometry and immune isoelectric focusing, followed by PCR genotyping and direct sequencing when necessary. A total of 890 out of the 1033 samples (86%) carried the normal PI*MM genotype, whereas, in 143 samples (14%), at least one A1AT deficiency variant was detected. In 132 subjects, PI*S (2.1%) and PI*Z (10.8%) common deficiency alleles were identified, yielding frequencies of 0.011 and 0.062, respectively. Rare SERPINA1 variants were detected in nine patients: PI*F (c.739C>T) (n=5) and PI*I (c.187C>T) (n=4). Samples from the patients with an A1AT serum concentration below 120mg/dl and presenting a PI*MM-like phenotypic pattern were retrospectively analyzed by direct sequencing for rare SERPINA1 mutations, revealing a PI*M2Obernburg (c.514G>T) mutation in one patient and a non-pathogenic mutation (c.922G>T) in another. We conclude that the deficiency PI*Z A1AT allele is considerably more common in patients with chronic respiratory disorders than in the general Polish population. The prevalence of the PI*F allele seems higher than in other European studies."
