author,journal,year,document_type,doi,url,pubmed_id,author_keywords,mesh_terms,keywords,publication_type,title,abstract
"Quan, C. and Qiao, J. and Xiao, B.-G. and L, C.-Z.",Chinese Journal of Neurology,2008,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860914012&partnerID=40&md5=f4d24a58a2374b3feb76735d18a46bb3,NA,"Enzyme-linked immunosorbent assay;  Polymerase chain reaction;  Tuberculosis, meningeal",NA,NA,NA,A comparative evaluation of enzyme linked immunospot assay and IS6110 polymerase chain reaction for early diagnosis of tuberculous meningitis,"Objective: To establish an early diagnostic test for tuberculous meningitis (TBM) with good sensitivity and specificity. Methods: Twenty-five patients with a clinical diagnosis of TBM and 49 controls, including 27 patients with other infectious diseases of central nervous system and 22 patients with noninfectious neurological diseases, were enrolled in our research. We simultaneously detected anti-mycobacterium bovis BCG IgG secreting cells in both cerebral spinal fluid (CSF) and peripheral blood (PBL) by enzyme linked immunospot assay (ELISPOT), repeated insertion sequence IS6110 specific for mycobacterium tuberculosis in CSF by PCR and anti-BCG IgG titre in both CSF and PBL by enzyme linked immunosorbent assay (ELISA). Results: The sensitivity of ELISPOT was 84.0%, much higher than that of PCR (75.0%) and ELISA (52.3%). The specificities of the three tests were 91.8%, 93.7% and 91.8% respectively. The numbers of CSF cells secreting anti-BCG IgG tested by ELISPOT were even higher in the early phase of TBM, but declined along with the disease progressing (t = -3.183, P = 0.008), which allowed an early diagnosis to be made. Conclusion: ELISPOT technique is proved to be the most valuable test for the early diagnosis of TBM."
"Sharafeldin, G.S. and Khalil, E.A.G. and El Hag, I.A. and Elsiddig, K.E. and Elsafi, M.E.M.O. and Aijafari, A.S.A. and Elnour, A.A. and Hussein, A.M. and Elkhidir, I.M. and El-Hassan, A.M.",East African Medical Journal,2007,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249303812&partnerID=40&md5=a3a901b399cb2f8e0bdb40764818a98f,17633578,NA,NA,"bacterial DNA, adult;  article;  blood;  confidence interval;  female;  genetics;  human;  isolation and purification;  lymph node;  male;  microbiology;  middle aged;  Mycobacterium tuberculosis;  needle biopsy;  pathology;  polymerase chain reaction;  prospective study;  risk;  Sudan;  tuberculous lymphadenitis, Adult;  Biopsy, Fine-Needle;  Confidence Intervals;  DNA, Bacterial;  Female;  Humans;  Lymph Nodes;  Male;  Middle Aged;  Mycobacterium tuberculosis;  Odds Ratio;  Polymerase Chain Reaction;  Prospective Studies;  Sudan;  Tuberculosis, Lymph Node",NA,Haematogenous dissemination of tuberculous lymphadenitis,"Objective: To determine whether Mycobacterium tuberculosis infection spreads through the blood to different lymph-node groups in patients with tuberculous lymphadenitis. Design: Prospective analytical study. Setting: The patients were recruited, managed and followed at the lymphodenopathy clinic, Central Police Hospital, Burr, Khartoum, Sudan. Subjects: Fifty two sequential patients were enrolled. Thirty patients with FNAC diagnosis of tuberculous lymphadenitis and positive PCR for M. tuberculosis complex had a mean age of 26.911.2 years and similar male, female affection. Nine patients with FNAC tuberculous lymphadenitis, but negative PCR had a slightly higher mean age (32.618.2 years) with similar male : female proportions. Patients with reactive lymphadenopathy (9/52) were older than patients with tuberculous lymphadenitis with a mean age of 4524.6 years. Results: None of the patients were positive for HIV or had clinical or radiological evidence of pulmonary tuberculosis. M.tuberculosis DNA was detected in the blood samples of 30/39 (77%) patients with tuberculous lymphadenitis, but in none of the cases with reactive or malignant lymphadenopathy. The presence of M.tuberculosis DNA correlated strongly to multiple lymphnode involvement [OR (odds ratio) = 96.7,95% confidence interval (CI) 9.0-1,039] and to caseatinggranulomatous and predominantly necrotic cytbmorphological categories [OR = 70,95% confidence interval (CI) 7.0 - 703]. Conclusion: M.tuberculosis most probably disseminates through the blood from one node group to the other in patients with tuberculous lymphadenitis."
"Negi, S.S. and Anand, R. and Pasha, S.T. and Basir, S.F. and Gupta, S. and Khare, S. and Lal, S.",Journal of Communicable Diseases,2006,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347231908&partnerID=40&md5=104f7acfa1d9212f6e8db4dca5e7e4eb,17913208,BACTEC;  LJ medium;  Mycobacterium tuberculosis (M.tuberculosis);  PCR,NA,"article;  ascites fluid;  blood;  cerebrospinal fluid;  genetics;  human;  isolation and purification;  lung lavage;  lymph node;  methodology;  microbiology;  Mycobacterium tuberculosis;  polymerase chain reaction;  skin;  sperm;  sputum;  suppuration;  synovial fluid;  tuberculosis;  urine, Ascitic Fluid;  Bronchoalveolar Lavage Fluid;  Humans;  Lymph Nodes;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Semen;  Skin;  Sputum;  Suppuration;  Synovial Fluid;  Tuberculosis",NA,Detection of M.tuberculosis in clinical samples of diversified nature by IS6110 based PCR,"Performance of the polymerase chain reaction technique based on IS6110 sequence was evaluated in clinical samples obtained from pulmonary and extrapulmonary cases of tuberculosis. One hundred and seventy two samples were processed for detection of M.tuberculosis by ZN stained smear examination, LJ medium culture, BACTEC radiometric culture and PCR tests amplifying 123bp region of IS6110 sequence. A significant difference was seen in the sensitivities of different tests, the figures being 83% for PCR test, 35.2% for smear examination, 47.16% for LJ culture and 53.45% for BACTEC culture (p<0.05). However, no significant difference was found as far as specificity was concerned. PCR test sensitivity in. pulmonary and extrapulmonary clinical samples were 90.14% and 77.27% respectively and found to be significantly higher (p<0.05) when compared with those of other tests. The mean detection time for M.tuberculosis was 24.03 days by LJ medium culture, 12.89 days by BACTEC culture and less than one day by PCR test. PCR based on IS6100 sequence is highly sensitive method for the early diagnosis of pulmonary and extrapulmonary tuberculosis."
"Leite, S.R.D.A. and Malaspina, A.C. and Hirata, M.H. and Dubuc, M.A. and Leite, C.Q.F.",Revista de Ciencias Farmaceuticas Basica e Aplicada,2006,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348937667&partnerID=40&md5=0adaca4b212ef91c4dac8c68fad7cbea,NA,M. avium;  Nested PCR;  Smear-negative specimens;  Tuberculosis,NA,"bacterial DNA, article;  bacterium identification;  blood sampling;  controlled study;  diagnostic accuracy;  diagnostic procedure;  extrapulmonary tuberculosis;  gene amplification;  human;  intermethod comparison;  kidney tuberculosis;  lung tuberculosis;  microbiological examination;  mycobacteriosis;  Mycobacterium avium;  Mycobacterium tuberculosis;  nonhuman;  polymerase chain reaction;  sensitivity and specificity;  species difference;  tuberculous meningitis;  urinalysis",NA,Rapid molecular diagnosis of tuberculosis and other mycobacteriosis in smear-negative clinical specimens,"Delay in diagnosis of pulmonary and other forms of tuberculosis (TB) can be fatal, particularly in HIV-infected patients. Hence, techniques based on nucleic acid amplification, which are both rapid and of high specificity and sensitivity, are now widely used and recommended for laboratories that diagnose TB. In the present study, diagnostic methods based on mycobacterial DNA amplification were evaluated in comparative trials alongside tradicional bacterial methods, using negative smear samples from patients with clinically-suspected TB (sputum samples from 25 patients with suspected pulmonary TB, urine samples from two patients with suspected renal TB and cerebrospinal fluid samples from one patient with suspected meningeal TB). A specificity of 100% was achieved with DNA amplification methods and tradicional culture/identification methods, in relation to clinical findings and treatment results. For the smear-negative sputa, conventional PCR for M. tuberculosis was positive in 62% of suspected lung TB case, showing the same sensitivity as bacterial identification. Both techniques failed in the detection of extra-pulmonary samples. Nested PCR showed, after species-specific amplification, a sensitivity of 100% for M. avium and 85% for M. tuberculosis. For extra-pulmonary smear-negative samples, only Nested PCR detected M. tuberculosis and all cases were confirmed clinically. Nested PCR, in which two-step amplification reactions are performed, can identify the two most important mycobacteria in human pathology quickly and directly from clinical spicimens."
"Negi, S.S. and Anand, R. and Basir, S.F. and Pasha, S.T. and Gupta, S. and Khare, S. and Lal, S.",Indian Journal of Medical Research,2006,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748107394&partnerID=40&md5=0fc8f024c7e0ecfd6f14e12147cf2d77,16926461,BACTEC;  LJ culture;  Mycobacterium tuberculosis;  Polymerase chain reaction;  ZN staining,NA,"bacterial protein;  blood group B antigen;  glycoprotein, acid fast bacterium;  article;  bacterium culture;  controlled study;  diagnostic test;  diagnostic value;  DNA sequence;  extrapulmonary tuberculosis;  human;  intermethod comparison;  lung tuberculosis;  major clinical study;  Mycobacterium tuberculosis;  nonhuman;  polymerase chain reaction;  sensitivity and specificity;  smear, Antigens, Bacterial;  Humans;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Sensitivity and Specificity;  Tuberculosis",NA,Protein antigen b (Pab) based PCR test in diagnosis of pulmonary & extra-pulmonary tuberculosis,"Background & objectives: Diagnosis of tuberculosis (TB) is largely based on microscopy and culture examination which are either less sensitive, or time consuming. In the present study a PCR (polymerase chain reaction) test based on DNA sequence coding for a 38-kilodalton protein antigen b (Pab), specific for Mycobacterium tuberculosis was compared with Ziehl-Neelsen (ZN) stained AFB (acid fast bacilli) smear examination, culture based on conventional Lowenstein-Jensen (LJ) medium and radiometric BACTEC 460 system for the diagnosis of TB using clinical samples obtained from pulmonary and extra-pulmonary cases of TB. Methods: Clinical samples obtained from 168 patients of suspected TB (pulmonary and extrapulmonary) were subjected to ZN smear examination, LJ culture, radiometric BACTEC culture and a PCR test by amplifying 419bp sequence coding for Pab, a glycoprotein of molecular weight 38 kDa. Results: A significant difference was seen in the sensitivity of different tests, the figures being 74.2 per cent for PCR test, 53.4 per cent for BACTEC culture, 47.1 per cent for LJ medium based culture and 35.2 per cent for ZN smear examination (P<0.05). However, there was no significant difference between different tests as far as specificity was concerned. PCR test sensitivity in pulmonary and extra-pulmonary clinical samples were 74.3 and 71.5 per cent respectively, being significantly higher (P<0.05) when compared with sensitivity of other tests. The mean detection time for M. tuberculosis was 24.0 days by LJ media culture, 12.8 days by BACTEC culture and less than 1 day by smear examination and PCR test. Interpretation & conclusion: PCR test is more sensitive than ZN smear examination, LJ medium culture and BACTEC culture for diagnosing TB in pulmonary and extra-pulmonary clinical samples."
"Khan, M.A. and Mirza, S.H. and Abbasi, S.A. and Butt, T. and Anwar, M.","Journal of Ayub Medical College, Abbottabad : JAMC",2006,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750588550&partnerID=40&md5=db3e7a6200691a078efeb4eeb609636d,16977809,NA,NA,"adolescent;  adult;  aged;  article;  blood;  child;  differential diagnosis;  female;  human;  lung tuberculosis;  male;  methodology;  middle aged;  polymerase chain reaction;  prediction and forecasting;  preschool child;  sensitivity and specificity, Adolescent;  Adult;  Aged;  Aged, 80 and over;  Child;  Child, Preschool;  Diagnosis, Differential;  Female;  Humans;  Male;  Middle Aged;  Polymerase Chain Reaction;  Predictive Value of Tests;  Sensitivity and Specificity;  Tuberculosis, Pulmonary",NA,Peripheral blood-based polymerase chain reaction in diagnosis of pulmonary tuberculosis.,"BACKGROUND: The rapid diagnosis of infectious diseases, particularly those that represent a public health problem, like tuberculosis, is a challenging problem. By using nucleic acid amplification techniques like PCR, one may be able to diagnose, the disease on the day of arrival of specimen in the laboratory. For diagnosis of tuberculosis by direct methods like PCR, specimens from site of infection are required. In certain cases it is difficult to get the specimens from site of infection and in such situations; some researchers have tried to detect the DNA of Mycobacterium tuberculosis complex from blood of these patients. The purposive of this study is to determine the diagnostic efficacy of peripheral blood-based polymerase chain reaction for diagnosis of pulmonary tuberculosis. METHODS: This was a simple descriptive study, carried out in Department of Microbiology, Armed Forces Institute of Pathology, Rawalpindi from Jan 2004 to Dec 2004. Sputum and blood samples were collected from 96 suspected patients of pulmonary tuberculosis. Sputum samples processed for ZN staining and AFB culture (gold standard) and blood samples processed for PCR. RESULTS: Out of 96 cases, 60 (62.5%) were culture positive. PCR was positive in 14 (14.5%). AFB smear positive were 34 (35.4%). The overall sensitivity and specificity of the PCR assay was 20% and 94.4% respectively and the positive and negative predictive values were 85.71% and 41.46% respectively. The overall efficiency of the test was 47.91%. CONCLUSION: Due to low sensitivity; a negative PCR assay does not rule the disease. However, this test may be helpful in cases where specimens from the site of infection are not available."
"Aziz, M.M. and Khan, A.Y.M.H. and Hasan, K.N. and Azad Khan, A.K. and Hassan, M.S.",Bangladesh Medical Research Council Bulletin,2004,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844486928&partnerID=40&md5=baf62ca4e69b5d01d526c9920e958fc8,16240979,NA,NA,"bacterial DNA;  primer DNA, article;  ascites fluid;  Bangladesh;  blood analysis;  blood sampling;  cerebrospinal fluid analysis;  clinical article;  controlled study;  cost effectiveness analysis;  diagnostic accuracy;  diagnostic error;  female;  human;  lung tuberculosis;  male;  Mycobacterium tuberculosis;  polymerase chain reaction;  sputum analysis;  time management;  urinalysis, Bangladesh;  Base Sequence;  DNA Primers;  Humans;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Sequence Analysis, DNA;  Tuberculosis",NA,Comparison between IS6110 and MPB64 primers for the diagnosis of Mycobacterium tuberculosis in Bangladesh by Polymerase Chain Reaction (PCR),"The study was carried out to evaluate the efficacy of two different primers in PCR based diagnosis of tuberculosis on the basis of the time involvement, steps of PCR, cost and accuracy of results. Among 17 clinically suspected pulmonary tuberculosis patient's (M:F 65:35) sputum samples, 12 were found positive by both primers. Among 81 routine samples (sputum=12; blood=27; cerebrospinal fluid=16; ascitic fluid=12 and urine=14), 12 were found to be positive by IS6110 primer while 13 were found positive by MPB64. The result of M. tuberculosis DNA PCR in sputum, ascitic fluid, CSF and urine samples were found to be similar in both the primers used. It is suggested that, M. tuberculosis DNA PCR in blood samples using MPB64 primers sometime gives false positive result and therefore, may not be recommended for blood samples. As in other samples both the primers gave almost the same result and therefore, both the primers can be used for MTB DNA PCR vice versa in order to cross check if one gives dubious result."
"Schijman, A.G. and Losso, M.H. and Montoto, M. and Saez, C.B. and Smayevsky, J. and Benetucci, J.A.",International Journal of Tuberculosis and Lung Disease,2004,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642516160&partnerID=40&md5=9768cac10f780be1660b23787eaf77c8,14974753,AIDS;  Bronchoalveolar lavage;  M. avium complex;  PCR;  Pulmonary tuberculosis,NA,"DNA 16S;  ethambutol;  isoniazid;  rifampicin;  RNA directed DNA polymerase inhibitor;  streptomycin, adult;  article;  atypical Mycobacterium;  bacterium culture;  bacterium identification;  blood sampling;  controlled study;  diagnostic accuracy;  differential diagnosis;  female;  human;  Human immunodeficiency virus;  Human immunodeficiency virus infection;  human tissue;  lung infiltrate;  lung lavage;  major clinical study;  male;  mortality;  Mycobacterium tuberculosis;  nonhuman;  polymerase chain reaction;  priority journal;  prospective study;  sample;  sensitivity and specificity;  sputum smear;  standard;  treatment outcome;  tuberculosis, Adult;  Age Distribution;  AIDS-Related Opportunistic Infections;  Base Sequence;  Comorbidity;  DNA, Bacterial;  Female;  Humans;  Incidence;  Male;  Middle Aged;  Molecular Sequence Data;  Polymerase Chain Reaction;  Predictive Value of Tests;  Prospective Studies;  Sampling Studies;  Sensitivity and Specificity;  Severity of Illness Index;  Sex Distribution;  Tuberculosis, Pulmonary",NA,Prospective evaluation of in-house polymerase chain reaction for diagnosis of mycobacterial diseases in patients with HIV infection and lung infiltrates,"SETTING: Rapid diagnosis of tuberculosis (TB) in AIDS is critical for optimal treatment to reduce mycobacterial dissemination, HIV-1 replication and mortality. The inadequate sensitivity of Ziehl-Neelsen staining and its inability to distinguish atypical mycobacteria delays accurate diagnosis. OBJECTIVE: To evaluate the polymerase chain reaction (PCR) for diagnosis of TB in bronchoalveolar lavage (BAL), blood and extra-pulmonary samples from patients with AIDS and pulmonary infiltrates. DESIGN: Specimens from 103 HIV-1-infected patients were prospectively analysed using bacteriological methods and IS6110-PCR. Smear-positive samples were also tested using 16S ribosomal-DNA-PCR to identify Mycobacterium avium complex (MAC) infections. Gold standard diagnosis relied on positive cultures or treatment outcome. RESULTS: Thirty-four patients exhibited TB, one TB and MAC and four MAC. The sensitivity of IS6110-PCR was 100% in smear-positive samples, 81.8% in smear-negative BAL, 66.7% in extra-pulmonary samples and 42.9% in blood. Its specificity was 97.1% in BAL and 100% in extra-pulmonary and blood specimens. The 16S rDNA-PCR identified M. avium from all smear-positive samples that grew MAC. CONCLUSIONS: IS6110-PCR proved useful in evaluating episodes with probable clinical diagnosis of pulmonary or mixed TB and negative smears, whereas 16S rDNA-PCR would be helpful for prompt differential diagnosis of MAC in smear-positive specimens."
"Klochkova, L.V. and Korol', O.I. and Putintseva, I.A. and Skobeleva, N.A. and Vostriukhina, O.A.",Problemy tuberkuleza i boleznei legkikh,2004,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-5444240361&partnerID=40&md5=9e20b3537f3e0fa3dd59ccb76249ed05,15315134,NA,NA,"adolescent;  article;  bronchus;  child;  differential diagnosis;  human;  lung;  lung tuberculosis;  methodology;  pathophysiology;  polymerase chain reaction, Adolescent;  Bronchi;  Child;  Diagnosis, Differential;  Humans;  Lung;  Polymerase Chain Reaction;  Tuberculosis, Pulmonary",NA,Use of polymerase chain reaction in the diagnosis of tuberculosis in children with diseases of the bronchopulmonary system [Ispol'zovanie polimeraznoi tsepnoi reaktsii dlia diagnostiki tuberkuleza u detei s patologiei bronkholegochnoi sistemy.],A comprehensive study was conducted to determine the activity of tuberculous infection in 115 patients who formed 3 groups: 1) patients with primary forms of tuberculosis; 2) those who were infected with Mycobacterium tuberculosis (MBT); and 3) those who were infected with bronchopulmonary diseases. The detection of MBT DNA in the blood by polymerase chain reaction (PCR) using a highly sensitive four-primed diagnostic kit established that 80 patients with tuberculosis had positive results and their decrease as the patient had a course of tuberculostatic therapy. The fact that a third of patients from Groups 2 and 3 had highly positive results of PCR required that a preventive course of double therapy be used for 3 to 6 months.
"Verettas, D. and Kazakos, C. and Tilkeridis, C. and Dermon, A. and Petrou, H. and Galanis, V.",Acta Orthopaedica Belgica,2003,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242557422&partnerID=40&md5=462340d3ca9133075bf2bab67b06ef05,14648947,NA,NA,"ethambutol;  isoniazid;  rifampicin, adult;  aged;  article;  bacterium culture;  bacterium detection;  blood analysis;  bone marrow biopsy;  clinical article;  controlled study;  diagnostic accuracy;  diagnostic value;  female;  gene insertion;  histopathology;  human;  intermethod comparison;  male;  Mycobacterium tuberculosis;  polymerase chain reaction;  tuberculous osteomyelitis, Adult;  Aged;  Blood;  Bone Marrow;  Culture Techniques;  DNA, Bacterial;  Female;  Humans;  Male;  Middle Aged;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Sampling Studies;  Sensitivity and Specificity;  Severity of Illness Index;  Synovial Fluid;  Tuberculosis, Osteoarticular",NA,"Polymerase chain reaction for the detection of Mycobacterium tuberculosis in synovial fluid, tissue samples, bone marrow aspirate and peripheral blood","Extrapulmonary tuberculosis accounts for approximately 10% of tuberculous infections; the musculoskeletal system is involved in a small number of these (10%). Skeletal tuberculosis is an indolent disease, and diagnosis may be delayed. Conventional methods are time consuming and have a low sensitivity rate. In recent years PCR-based protocols raised hopes as a reliable and fast diagnostic tool for extrapulmonary tuberculosis. The authors report the detection of Mycobacterium tuberculosis complex DNA in specimens from six patients using a nested PCR protocol specific for IS6110 insertion element of Mycobacterium tuberculosis complex. Three men and three women are reported with ages ranging from 42 to 68 years. The sites of infection were the knee and shoulder in one case each, the hip in two cases, and the thoracic spine in two cases. Diagnosis was established within three days, and treatment was initiated promptly. PCR is a technically easy approach that can be used as a first step diagnostic tool for early recognition and treatment of bone and joint tuberculosis."
"Chakravorty, S. and Tyagi, J.S.",FEMS Microbiology Letters,2001,Article,10.1016/S0378-1097(01)00452-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035960703&doi=10.1016%2fS0378-1097%2801%2900452-9&partnerID=40&md5=0952c0696ce1369ec66cf76b62e7c7ac,11728724,Clinical sample;  Guanidinium isothiocyanate;  Mycobacterium tuberculosis DNA isolation,NA,"bacterial DNA;  detergent;  guanidine derivative;  isothiocyanic acid derivative;  resin, accuracy;  analytic method;  animal tissue;  aqueous solution;  article;  aspiration biopsy;  blood;  cattle;  centrifugation;  cerebrospinal fluid;  controlled study;  endometrium biopsy;  gene amplification;  guinea pig;  heating;  human;  lung fluid;  major clinical study;  milk;  Mycobacterium tuberculosis;  nonhuman;  polymerase chain reaction;  priority journal;  pus;  sputum;  validation process, Animals;  Body Fluids;  Cattle;  DNA, Bacterial;  Guinea Pigs;  Humans;  Isothiocyanates;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Sensitivity and Specificity;  Tuberculosis;  Tuberculosis, Bovine;  Tuberculosis, Pulmonary, Bacilli;  Bacteria (microorganisms);  Bovinae;  Cavia porcellus;  Mycobacterium;  Mycobacterium tuberculosis;  Sus scrofa",NA,Novel use of guanidinium isothiocyanate in the isolation of Mycobacterium tuberculosis DNA from clinical material,"Nucleic acid amplification technologies offer great promise for the rapid, sensitive and specific diagnosis of tuberculosis. However, the isolation of inhibitor-free DNA from biological specimens is a bottleneck of the PCR assay. Here we describe a simple method for the isolation of PCR-amplifiable DNA of Mycobacterium tuberculosis from all types of samples of pulmonary and extrapulmonary origin tested. Briefly, it involves concentration of the bacilli by high-speed centrifugation, removal of PCR inhibitors by a wash solution containing guanidinium isothiocyanate and the release of bacterial DNA by heating in the presence of detergents and Chelex-100 resin. The entire process is accomplished within 3 h. The method has been validated on 780 samples of human, bovine and guinea pig origin including sputum, cerebrospinal fluid, pulmonary fluids, pus, fine needle aspirate, tissue, blood and milk.  2001 Federation of European Microbiological Societies. Published by Elsevier Science B.V. All rights reserved."
"Honore, S. and Vincensini, J.P. and Hocqueloux, L. and Noguera, M.E. and Farge, D. and Lagrange, P. and Herrmann, J.L.",International Journal of Tuberculosis and Lung Disease,2001,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034894748&partnerID=40&md5=565bf23ee2728bd3b521a80e6c2c0afe,11495267,Diagnostic;  Nested PCR;  Tuberculosis,NA,"bacterial DNA, adult;  aged;  article;  clinical trial;  controlled clinical trial;  controlled study;  DNA determination;  early diagnosis;  female;  France;  hospitalization;  human;  lung tuberculosis;  major clinical study;  male;  miliary tuberculosis;  mononuclear cell;  Mycobacterium tuberculosis;  peripheral lymphocyte;  polymerase chain reaction;  priority journal;  randomized controlled trial;  sputum smear;  tuberculosis, Adult;  Aged;  Aged, 80 and over;  Case-Control Studies;  Culture Media;  DNA, Bacterial;  Female;  Humans;  Leukocytes, Mononuclear;  Male;  Middle Aged;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Prospective Studies;  Sensitivity and Specificity;  Time Factors;  Tuberculosis",NA,Diagnostic value of a nested polymerase chain reaction assay on peripheral blood mononuclear cells from patients with pulmonary and extra-pulmonary tuberculosis,"SETTING: Saint Louis Hospital, Paris, France. OBJECTIVE: To determine the clinical relevance of detection of Mycobacterium tuberculosis DNA by nested polymerase chain reaction (PCR) in peripheral blood mononuclear cells (PBMCs) in the rapid diagnosis of tuberculosis. DESIGN: Single-centre prospective case study of 90 hospitalised patients and 50 healthy subjects or blood donors from 1 January to 30 June 1998. RESULTS: Twenty-three patients were diagnosed with tuberculosis (26.7%); 20 tuberculosis patients were culture-positive, with seven smear-positive for acid-fast bacilli. Sensitivity of smear, culture and nested PCR was 30.4 (7/23), 87 (20/23) and 30.4% (7/23), respectively. The specificity of smear and culture was 100%, and the specificity of the nested PCR was 96% in the healthy subjects. However, the specificity decreased to 83.6% in the hospitalised patients, with 11 nested PCR-positive patients without a diagnosis of tuberculosis. The sensitivity of the nested PCR was low in pulmonary tuberculosis (22.2%), but increased in pulmonary/extra-pulmonary tuberculosis (50%), extra-pulmonary tuberculosis (33%), and disseminated tuberculosis (33%). CONCLUSION: The use of a nested PCR assay on PBMC may pose problems for the rapid diagnosis of tuberculosis with regard to low sensitivity and specificity. However, further studies are needed to confirm this technique as an alternative test for the diagnosis of paucibacillary forms of tuberculosis."
"Chen, X. and Wang, H. and Jin, Y.",Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,2000,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034191165&partnerID=40&md5=f39bbd8c11e74efee88b1a5aac742099,11778219,NA,NA,"bacterial DNA, article;  blood;  genetics;  human;  lung tuberculosis;  lung tumor;  methodology;  microbiology;  Mycobacterium tuberculosis;  pathology;  polymerase chain reaction;  sensitivity and specificity;  sputum, DNA, Bacterial;  Humans;  Lung Neoplasms;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Sensitivity and Specificity;  Sputum;  Tuberculosis, Pulmonary",NA,Detection of DNA extracted from Mycobacterium tuberculosis by TaqMan-PCR technique and its clinical application,"OBJECTIVE: To evaluate the clinical diagnostic value of TaqMan-PCR technique in the diagnosis of active pulmonary tuberculosis. METHODS: The specimens of sputum and peripheral blood from 168 patients with active pulmonary tuberculosis, 57 patients with lung cancer and the specimens of peripheral blood from 34 healthy individuals were detected by TaqMan-PCR, PCR. The specimens of sputum were also detected by smear, culture with BACTEC and Lowenstein-Jensen for comparison. RESULTS: The positive rates of sputum and peripheral blood detected by TaqMan-PCR were 53.0% and 61.3%, respectively, significantly higher than those of PCR, smear, culture with BACTEC and Lowenstein-Jensen (P < 0.05). There was no significant difference between TaqMan-PCR and PCR for specificity (P > 0.05). Of 105 specimens of peripheral blood from patients with smear-negative and culture-negative pulmonary tuberculosis, 48 specimens of peripheral blood detected by TaqMan-PCR were positive. The positive rate was 45.7%. CONCLUSIONS: TaqMan-PCR method showed higher sensitivity and specificity. It is an useful tool for diagnosis of pulmonary tuberculosis, particularly smear-negative and culture-negative pulmonary tuberculosis."
"Vishnevskaia, E.B.",Problemy tuberkuleza,1998,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032248191&partnerID=40&md5=15dc89b140c58bd9b96714f647acd99e,9866398,NA,NA,"bacterial DNA, article;  comparative study;  differential diagnosis;  female;  genetics;  human;  isolation and purification;  microbiology;  Mycobacterium tuberculosis;  polymerase chain reaction;  tuberculous arthritis;  urogenital tuberculosis, Diagnosis, Differential;  DNA, Bacterial;  Female;  Humans;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Tuberculosis, Female Genital;  Tuberculosis, Osteoarticular",NA,Specific features of DNA isolation for polymerase chain reaction in extrapulmonary tuberculosis [Osobennosti vydeleniia DNK dlia polimeraznoi tsepnoi reaktsii pri tuberkuleze vnelegochnykh lokalizatsii.],"While testing samples by the polymerase chain reaction (PCR), a procedure for DNA isolation is advisable adapted for different types of materials; thorough DNA purification is of the greatest importance in testing blood-containing samples, deep sample lysis is of particular importance for osseous tissue samples. A differential approach to isolating DNA from clinical samples allows the efficiency of PCR to be enhanced."
"Seethalakshmi, S. and Korath, M.P. and Kareem, F. and Jagadeesan, K.",Journal of Association of Physicians of India,1998,Article,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032149084&partnerID=40&md5=fb142d6b395871810de260c31e23146e,11229242,NA,NA,"bacterial DNA, article;  comparative study;  human;  isolation and purification;  Mycobacterium tuberculosis;  nucleotide repeat;  polymerase chain reaction;  sensitivity and specificity;  tuberculosis, DNA, Bacterial;  Humans;  Mycobacterium tuberculosis;  Polymerase Chain Reaction;  Repetitive Sequences, Nucleic Acid;  Sensitivity and Specificity;  Tuberculosis",NA,Detection of mycobacterium tuberculosis by polymerase chain reaction in 301 biological samples - A comparative study,"A repetitive target sequences of Mycobacterium tuberculosis DNA was amplified by polymerase chain reaction (PCR) in a total of 301 clinical samples. Sputum, blood, pleural fluid, and bronchial lavage specimen were taken from clinically suspected causes of tuberculosis and processed for the diagnosis of tuberculosis using a simplified procedure of DNA extraction. PCR was positive in a total of 58 samples (58/301 - 19.3%). A significant number of smear and culture negative cases of tuberculosis were PCR positive (37/174 - 21.26%). This finding, combined with the absence of either false positive or false negative results reflects the greater usefulness of this technique."
